Trip Name,Comment Question Verbatim (On Worksheet),Rating
Pearls Of The Pacific: A Voyage To The Society And Tuamotu Islands,"The Expedition, the staff, the ship, the visits with others, most everything.",5.0
"Polynesian Discovery: Exploring Tahiti, Bora Bora, and the Tuamotus","The ship, ship's crew, accommodations, food, and activities were delightful. The schedule was packed with exciting and active activities across many locations in the region . The guides were such knowledgeable and friendly teachers. Everything was included in the price (food, drinks, activities). The lodging was really comfortable and worked well. Diving, snorkeling with sharks and subsequent lunch on Bora Bora, Orion staff",4.333333333333333
"Rites and Relics: Fiji Firewalking, Vanuatu Volcanoes and Beyond",Genuine expedition trip with authoritative experts the expedition feel & small amount of passengers,5.0
Roots of the Pacific: A Voyage through New Zealand and Melanesia,The ship crew was excellent and the locations we visited were interesting,2.0
Saigon & Palau,Entire trip was AMAZING. PLEASE offer this trip AGAIN! I want to take my extended family on this trip!,5.0
Sailing the Caribbean,"Fantastic crew and tour guides. All aspects of the running and organization of the cruise. The trip leader Paulo was fantastic, the Sea Cloud ship was wonderful, the food was great and the crew was fantastic, our cabin was amazing Exceptional service, food. Super staff. It was an exceptional experience aboard the Sea Cloud.  Captain Svensen and Simon  have assembled an experienced crew who seem genuinely happy to be here. Provided a safe environment and a very relaxing experience. Sea Cloud is a magnificent ship. The Captain and crew provided the highest level of service and cangeniality. We had the run of the ship. The food was incomparable. The educational program was stimulating. Interactions with the other passengers were enlightening. The most memorable things about the trip were the magnificent ship and the incredible access to the captain. We've never been on a trip where the captain was so engaged with the guests. The Sea Cloud is spectacular! Food was excellent. Staff were cellent; great service! Captain John was very personable.",5.0
"Sailing the East China Sea: Japan, Okinawa, and Taiwan","Ease of maneuvering a foreign country. Visiting areas made easier by traveling via ship. Wonderful staff, accommodations and food. We liked that the itinerary included Okinawa and Taiwan. We choose NG because we value learning, particularly from the experts lectures and personal interactions with them. We like traveling on a smallish luxurious ship with casual dress, and dining with the experts. Junko was an excellent resource throughout. Wonderful crew. Liked lunches ashore to experience the local cuisine, and the special teatime with sushi and sake. Movie offerings a plus.",5.0
Sailing the Greek Isles,"the service, ambiance, and sense of history aboard the Sea Cloud",5.0
Scotland's Highlands and Islands,"all The places we visited were amazing, the crew was knowledgeable, fun to be with and helpful and the ship was comfortable Comfortable, easy access to remote areas of Scotland on a boat. I enjoy the talks and walks in conjunction with naturalists. Overall trip was excellent !  Our scheduled extension in Edinburgh was great accomodations, tours, guides were great.  The Lord Of The Glens was magnificent.  The food to die for and the Entire cruise, excursions, hikes  were great. All in all we would reccommend  this trip to Scotland to everyone. We met some great folks. I very much liked the itinerary of this trip, and cruising in Lord of the Glens. There was no stress. Edinburgh extension, tattoo, guides exceptional. Highlands of Scotland beautiful.  Isle of Iona a highlight. Fellow travelers enjoyable. Lord of the Glens lunch and dinner meals excellent. Great scenery, great ship, small ship, friendly crew and staff from captain and hotel mgr on down, fun places to visit along the way.  Food very good. Cruise Director Sheri. She was very helpful with explicit directions, what to wear, what to look for, etc. And she was funny. We liked Glencoe very much and the Tattoo was spectacular. We liked all the excursions, too. Knowledgeable local guides as well as helpful trip leaders The scenery. The experience of being on a ship through the lochs. The hikes. The weather! The itinerary & that we weren't traveling at night.  I liked the shore excursions for the most part. Very well planned and executed. Loved Eilsa Mainman, Anna Mazurak and leader Sherry. All were amazingly informed, wonderful to talk with and learn from. Expedition leader and staff were superb, very knowledgeable. Locations visited were beautiful. I am always impressed with the details & planning involved in a Nat Geo trip. This was no exception. The outings & on-boat experiences were very interesting. next The itinerary was well chosen to highlight the area of travel.  The staff onboard was wonderful--friendly, lively, accommodating, helpful Which trip?  We thought Bergin to Iceland last July was fantastic.  This latest trip, Highlands and Islands was not as good. National Geographic/Lindblad staff on the trip, both the guides and the boat crew, were exceptional.  Very knowledgeable and helpful. A stellar staff all around. Everything I would expect from National Geographic. Expedition staff was extraordinary: trip leader, naturalist, photography guy, dining room and bar staff, housekeeping, hotel manager, ship crew. Every one stellar. 

Trip leader, Jess, communicated clearly and with a contagious high spirit of excitement and fun. Eduardos expertise enhanced every outing. Alexs tips/photos great!

Trip was planned beautifully and highlights of tours and destinations and lectures explained well for making choices. The ship was beautiful and comfortable. Scenery was pleasant. Food was 7 out of 10. The Lord of the Glens experience was excellent. Seeing parts of the Highlands and Islands that would be impossible by auto. The local guide, Jenny, was delightful. Full of historical facts, interesting stories and very engaging.",4.2272727272727275
South Georgia and the Falklands,"The ship, the naturalists and expedition staff, and the culinary and cabin staff were excellent. The lectures onboard were uniformly very good, informative, and well presented. The shore excursions were well done. I am 85 years old, in reasonably good condition, but they ensured that I was safe. My 6th NG trip and would love more. Well organized. Naturalists are highly knowledgeable and friendly, always willing to answer questions. Our Expedition Leader, Russ was great and his knowledge of South Georgia and the Falklands coupled with his personal strength allowed us to make some challenging but safe landings. We enjoyed very much Michael Melford's presentations and willingness to help with photo editing questions.",5.0
Southern Odyssey: A Voyage To New Zealand And The Subantarctic Islands,"The staff was excellent and very enjoyable to interact with. The experts gave excellent presentations and we had many fine conversations with them. They were very knowledgeable and made extra efforts to relate their expertise to help educate us. Great itinerary NatGeo staffwildlife and landscapes new territory, excellent ship and crew The science.
Excellent naturalists. 

The itinerary. Unusual, unique, remote.

Camaraderie and friendliness of crew, from the Captain on down.

Open bridge, explanations of navigation.

Meals - healthy options. Tasty. Friendly staff.

Cabin steward excellent and helpful.",4.5
Treasures of the Inside Passage: Alaska and British Columbia,The naturalists were great and the wait and cleaning staffs were also excellent.  The cabin was comfortable.  The zodiac and kayak excursions were good.  The presentations by the naturalists were excellent and the fitness classes were fun.,2.0
Under Sail: Greece & the Dalmatian Coast Aboard Sea Cloud,"5-star service, unique experience, beautiful and interesting destinations. Ship and places visited. The Sea Cloud abd crew were amazing.  The food was excellent and presentation was 5 star.  All the guides were incredible and super helpful since I was using a cane. The guides made sure the group was the first at every location to avoid the crowds.  Captain John and Simon went out of there way to help me The Sea Cloud is an elegant, historic vessel. It's comfortable and exciting to sail aboard such a unique ship. The chef's meals were fabulous and I enjoyed the on onboard learning experiences. We were very impressed by the captain and his crew.  They were friendly, hard working and very competent.  The Nat Geo/ Lindblad personnel made the trip a lot of fun.  We were especially impressed by Sue and Rebecca.",5.0
Upper Amazon,"Friendly, lively and knowledgeable staff. Good food and entertainment. Fantastic naturalists. Naturally, I had high expectations from travelling to a unique place like teh Amazon.  This trip exceeded our expactations in any respect. As usual the naturalist on the trip brought so much to our experience. The food was great (except Pasta night was a fail) and the portion sizes were just right. The staff was so friendly and helpful, the last night entertainment by the crew was so much fun. The knowledge and hard working crew made our trip care free and memorable. Juan Calos was an excellent expedition leader and our 2nd expedition with him. All the naturalist were knowledgeable and worked hard to find and identify as many animals as possible. The organization from arriving to departing.  Everything was just as described and there were no unfortunate surprises.  The guides are very knowledgeable about their tour, spoke clearly and seemed interested in their position. The service, accommodations, food and ambiance of the Delphin II were awesome.  The guides were beyond helpful and talented, the photographer was very helpful, and the schedule was well paced.  The trip was perfect in every respect. Excellent accommodation, food, guides, education. Delfin 11 manager running an excellent ship. A nice compliment with Nat Geo I appreciated learning from the naturalists including both lectures and in the field. I liked the village stop, and the demonstrations the people presented to us. The lectures, the excursions, and staff. The Staff, the educational aspect, the group size, the knowledge of the Director and team. The folks on board the Delfin II were simply outstanding!!  They wanted us to understand their culture and how they grew up in this part of the world.  Specifically, Johnny - exceptional.  Ericson was far and away the best naturalist and we are exceedingly grateful to have him as our guide.  ""George of the Jungle"" was also amazing, and finally Roly could not have taken better care of us.  These folks were awesome !!!  The whole team was great, but these folks stood out. Everything was excellent the trip, the hospitality, the care , the ship , the food, the guides it was a memorable experience This was an excellent trip. Everything was thoughtful and well-planned and the naturalists and crew went above and beyond. I loved their friendly openness and willingness to share their knowledge.I really felt pampered on this trip, which I didn't expect or need but it was nice. Food was tasty
Staff was pleasant, knowledgeable, and helpful
Room was well designed, spacious, and clean
Everything was well organized Scenery, ship was very nice, food was excellent, guides knowledgable and helpful, expedition trips were interesting and provided good photo opportunities The completely immersive aspect while being able to dine and sleep in comfort. The enthusiasm of the guides was infectious. The entire staff was very knowledgeable, helpful and very responsive to our questions on our excursions. The Guides and Drivers were amazing in spotting and assisting our wildlife sightings.  Their excitement and curiosity was contagious.  The staff on the Delfin were equally engaging and responsive as well as friendly. Skiff rides
Food
Variety of animals, flora and fauna seen
Crew and staff were friendly and efficient 
Presentations by staff

Community visit - interesting to also see in school and walk thru more of village Top level service by Delfin crew, excellent food, knowledgeable and passionate guides, great wildlife Well planned.  Crew, leaders, photo instructor   
and accommodations were excellent. The entire team was professional and shared knowledge in a serious way - but with a sense of humor.  Everything was thought through and the timing was all smooth and efficient.  The Delfin II was kept clean and the food was all terrific.  The food service and staff great.",4.761904761904762
Vietnam and Cambodia: Along the Mekong River,"quality of the local guides was excellent,  food and accomodation was excellent, supporting experts on board ship and on the tour were also excellent, quality of the lectures was excellent, Anna the photographer provided great guidance and support, Julia was also very supportive and provided good insight, Patrick was a valuable supporting resource, the service staff on the Jahan were outstanding The ship; the crew and Lindbland staff; the opportunity to observe the life of the rural Vietnamese; Angkor Was; the food; our fellow travelers; in short, everything! Opportunity to get to countryside, small villages.
Use of many varied modes of transport - ox cart was particularly great !",5.0
"Wild Alaska Escape: Haines, the Inian Islands and Tracy Arm Fjord","High activity level; high engagement level with excellent guides and naturalists. Food & hotel service were also highlights. - Great staff
- Especially liked the Zodiac trips
- One of the best massages I've ever had Excursions (especially zodiac wildlife viewing) Naturalist guides led hikes and were available to answer questions, and give presentations. Activity options were good. There were plenty of good options for meals. Everyone was very helpful. Staff, small group size, food, cabins, BEARS, excursions, global explorers program The quality of the guides and naturalists was terrific. They were kind, knowledgeable and engaging. The beauty of the places we visited and their remoteness exceeded my expectations. I was enticed to join the trip because of a great promotion you ran for people bringing kids and appreciated that. We had a great experience. Interaction w/naturalists, itinerary that had options, food! It truly was a first class experience with absolutely amazing sights and service. The best staff, the best food, good flexibility by the team as different situations changed.  Lots of little spaces in the room to  put things. The activities were well planned.  The wildlife sightings were exceptional.  The naturalists knew their stuff and were great team leaders. The stewards were polite and friendly.  The food was excellent.  The ship was well maintained and clean. The naturalist, the food, the excursions, the scenery, viewing Alaska Excellent staff on board, from the naturalists to the people serving meals, who really went above and beyond to make the experience memorable and great fun.  Activities were also excellent.  Regardless of ones abilities, there were great choices.  I had never traveled by boat and found doing so to be great fun.  Other travelers were very nice to be with.  Again, I want to compliment the staff.  I got to do things that were a stretch for me because of them. People including the crew, naturalists, and other passengers. Zodiacs, kids program, animals, and food. The variety of locations visited and wildlife seen. The very knowledgeable and caring leaders. Locations visited. From our first step on board all of the staff was welcoming to the 8 of us. Service, quality of food, bar offerings, etc. stood out but the staff added so much more.  Of particular note were our naturalists (esp. Jason and Zoey) and our group leader, Oren.   Each day we had a schedule, yet when unplanned sitings occurred, our plans were changed.   This was especially true with bears and whales. Staff and crew on ship We loved the immersive experiences we had, the knowledge and personalities of the naturalists enhanced our experience as well. The food was amazing. The itinerary was amazing also. Entire staff was excellent  friendly, helpful, caring toward us and our family, and concerned for our safety. Naturalists were extremely knowledgeable. Food was excellent and beautifully served. Itinerary was well planned and organized, even down to disembarkation in Juneau, with staff members stationed every 30-40 yards to say good-bye. We enjoyed the other guests, and while that is always unpredictable, we attribute it to fact that Lindblad attracts the type of guest that we like. The ship's crew, the expedition team, our fellow guests, the food Trip of a lifetime for myself and my adult daughter. We enjoyed having knowledgeable staff aboard and we made some great new friends. the ship and meals were great, the best part were the excursions on the zodiacs and kayaks.  thrilled we saw orcas and humpbacks. For the most part, everything. Our Expedition Leader, Taylor B. was exceptional. He kept us informed & coordinated activities with nimbleness. The crew & staff were all personable and willing to find answers to our questions about what we were seeing. Additionally, they were respectful of everyone's varying needs & abilities. Really appreciated the expertise of Sharon G. Her wealth of experience was exceptional. Other staff were friendly & knowledgeable regarding their specialities. Our goal was to get as close to, and see as much wildlife as possible.  This cruise even surpassed that goal.  Daily sea otters, eagles and salmon jumping.  A moose on the shore, a minke whale (1st ever) sea lions, a pod of killer whales and countless humpbacks.  Almost all could be seen from the main ship, but even experienced better on the zodiac trips!  Also, our cabin was bigger than we expected, and the crew was fantastic!! Naturalists, scenery, kayaking, hiking, zodiacal, experiences The Captain of the Sea Bird alerted us to the bubble net feeding of several whales. Size of ship allowing access to sights unable to be seen w/larger ships. Such friendly and professional crew. Outstanding meals and service. Diverse and organized agendas We loved the naturalists debriefing. We learned a lot and they were always entertaining as well. We loved the day in Haines and the zodiac cruises around the Inian islands and to the glacier. The food on the cruise was also very good. It was a great group of both passengers and staff. The naturalists were lovely people I liked the variety of activities, the staff was amazing. Louise in particular was so wonderful and conscientious.  My dad likes bud light and he even got him some  for his birthday. Great weather, glaciers carving, staff, food, cleanliness. Wildlife and nature met expectations. Most of staff very helpful and knowledgeable. Food generally very good The naturalists and photographers were excellent. The captain of the ship couldnt have been better. The food and hospitality were amazing and overall just a great experience! The views/landscape, food, and naturalists (including photographer), physician was also good. Crew provided incredible service. I can't say enough how thankful and important to my enjoyment of the trip the crew and hotel manager played in my experience by being able to support my special food request. Naturalists were knowledgeable and fun to be around. The team was knowledgeable and friendly. quality of guides and service Itinerary. Staff. Shio knowledgable naturalists, great staff Staff and naturalists were fantastic Stunningly gorgeous nature, up close and intimate. The ship and its amenities were fantastic; we were very pleased with how functional our cabin was, despite its small size. Food and drink was top-notch in both the lounge and the dining room. The naturalist staff and every single member of the ship's crew were phenomenal, always anticipating needs and wants before we needed to ask. Expeditions were varied and enjoyable; each day's itinerary was very well-planned and left flexibility for wildlife and weather interruptions.",4.571428571428571
"Wild Alaska Escape: LeConte Bay, Wrangell and the Misty Fjords","Adventures and flexibility All staff (naturalists, captain, stewards, crew) were fantastic and knowledgable. fjords, kayaking, naturalists (videographer and water specialist were best), food was good, cleanliness, announcements for events, programs in evening. Staff, crew, learning about photography, excursions, what we were able to see that many never do, size of boat, free wine and beer, food, on-boarding and disembarking procedures Expeditions/locations, food, expedition leader (Oren Frey), stewards and boat crew The entire staff on board, from the naturalists and photo instructor to the stewards, captain and wellness director, were all wonderful people. The places we visited were varied and stunning, the boat was clean and very well run, the Alaskan landscape was unforgettable The naturalists on our trip were excellent especially Dan and Kim.  kitchen staff  were excellent at meeting the needs of members of our group with special dietary issues  everyone was very nice Outstanding Scenery, excellent, knowledgeable helpful staff, zodiac outings, very good food . Misty fjord on last full day was high point of the trip. The food was excellent and the naturalists were exceptional. the interaction with the naturalists We were impressed by the quality of the expeditions and the dedication of the staff Everything - the professionalism, organization of everything, the cabin, the food, the other passengers, and especially the staff...their knowledge, enthusiasm, and friendliness Naturalists were awesome Kim, Alex , Don, Jill and Al 
Servers super friendly and efficient Ashanti, Nate, Fernando We loved the chance to see wildlife. We liked the Zodiac boat tours, kayaking and jetboat, though we would have liked more variety (see below). We liked the Sea Bird and the food was awesome. We liked the different personalities and skill sets of the staff and their willingness to engage with all the passengers. Staff and crew were great! Loved having the naturalists onboard. They were knowledgeable and personable and just as enthusiastic as the passengers about seeing wildlife. The amazing daily excursions, the knowledgeable naturalists, photographer and expedition leader, and the great food I enjoyed the staff interactions and expert handling of all details by Anna.  I enjoyed the easy access to local beers. The scenery was beautiful and the captain was very professional.  The boat was extremely clean and comfortable. Absolutely everything: Destinations, staff, naturalists, excursions, food, etc., etc. Everything Everything was amazing but the highlight was definitely the captain and crew and the naturalists! Without all of them our trip would have been so incredibly different. Kelly and Chelsea are gems and had us involved and extremely entertained everyday! The captain, first mate and Taylor went out of their way and above and beyond for us. All of them together helped to make a great trip into an unforgettable one! We would go on another trip just to see them all and spend time with them again!! We loved the staff:  Handsome blonde leader (name escapes m but he was warm, organized, great!); Dr. Trujillo (brilliant, funny); Kelly (passionate, hilarious); Frank (charismatic); Chelsea (brilliant, insightful), Lola (warm, smart); Paul (kind, excellent teacher).   Hopefully leaving out no one because ENTIRE staff was wonderful and KNOWLEDGABLE.  Non-teaching staff very good too:  Brooke is a comedian.  Bartender Victoria was wonderful.  Val is superb manager and CHEF excellent.",4.619047619047619
Wild Baja Escape: The Whales of Magdalena Bay,"The excursions, naturalists, crew, ship, and food were all superb. Though my son was the only child on the expedition, he was still given the full youth explorer experience. He was especially interested in learning about running the ship and the crew was extremely accommodating. From the time we were met at the airport in LA until we were dropped off at the airport in Loreto after the trip, we felt we were receiving impeccable service.  The naturalist, expedition leader and all the staff were knowledgeable, helpful and friendly.  We saw lots of whales really up-close and took literally thousands of photos. I loved my bed next to the window looking out at the water! The food was EXCELLENT! Staff and naturalists were knowledgeable, friendly, and fun to be around! We appreciated help from staff with travel logistics and luggage. I saw hundreds of whales.  That was beyond my wildest expectations. The trip was just exceptional. The crew was very professional and engaging.  The naturalists and photographer was awesome.  Not only was it amazing to the see the whales we learned so much from the staff.

The food was great each night.  We loved the fun expedition nature of the journey.  The lounge was fun and lively.  Just wonderful All the ships crew were excellent!  ... The food was fantastic! ... The naturalists were always giving us great new information about the environment we were experiencing. Close encounters and interactions with gray whales. Friendly, professional, and knowledgeable Naturalists. Friendly, professional, and helpful ship crew and stewards. Excellent meals, snacks, and appetizers, including variety and selection. Complimentary beer and wine! Very friendly and pleasant guests who travel on Nat Geo-LEX trip. Local LEX staff who assist guests at airports, with transfers, and with other local logistics. The whales!!!! Also, the guides and overall service is outstanding! In this Lindblad is exceptional compared to other tour companies/cruises we have taken. This trip ran like a well oiled machine. All our needs were met and exceeded. Staff was knowledgeable and friendly and helpful in whatever way they could be. Where to start - kissing baby whales on their beautiful faces?  Waking up each morning to John's velvety voice saying ""Good morning Sea Bird travelers....""  the staff, the food, fellow guests, all were amazing! Very organized trip.  Flexible schedule to accommodate weather.   4 opportunities to board a panga and view whales. 
Nice variety to the menu and the offerings were delicious. 
Knowledgeable staff! Being able to be up close to the gray whales, and them allowing us to touch them. The head of the expeditions was knowledgeable and adapted the tour, depending upon the weather conditions. The naturalists were great. Naturalists knowledge and eagerness to share their own joy! 
Entire crews congeniality, participation with us, the guests. Always smiling, helpful and great fun!
Loved them all!

The care taken to ensure our safety and comfort!
Everyone appreciated this. Adventurous, great staff, accommodating Ponga boat skippers experience in finding and getting next to whales I loved seeing the wildlife up close and learning about their habitats. small size ship, delicious food, friendly and knowledgeable staff, well organized, environmentally conscious, fun excursions, The entire staff and crew were very competent and respectful. The whales, of course, I enjoyed the walk in the dunes to the Pacific especially 'cause the sun was setting. The staff were amazing !!!! Really amazing !!!! I enjoyed talking and joking with them. AND...since I am a very early riser there was always hot coffee in the lounge. The pangas were FAR better to  watch whales in than zodiacs.  The staff was (as always) wonderful, knowledgeable and interactive.  The food was delicious but sometimes unimaginative (see below). The complimentary beer and wine choices is a nice touch. The bartender (Miranda) was outstanding.  The ship was immaculate. Excellent Nat Geo nature guides, wonderful information and evening seminars The expedition staff was wonderful and we had a great time seeing whales and exploring Isla Magdalena. The naturalists and how diverse our trip was We liked the small ship ""expedition"" type environment.  With the exception of the hotel manager, all ship board staff were terrific.",4.666666666666667
"Wild Belize Escape: Wildlife, Reefs, and Rivers","Loved having knowledgeable staff available to answer questions and spend time with us at meals as well. We went to places that we would otherwise not visit. Individual staff members were knowledgeable and engaging. Food variety and preparation was good, except the fish dishes (too tough). Some local guides (especially the gentleman who took us on the boat tour of the Monkey River) were knowledgeable and helped spot wildlife. Service, adventures and activities, knowledge of staff, food the staff was almost universally wonderful and helpful (with one exception), but their service at times was restricted by what was ""allowed"" by Nat Geo/Lindblad. ie. doctor couldn't dispense scopolamine patch for seasick friend, which is universally supplied on other ships. Cindy, the woman in charge of activities was horribly dismissive of my (and others) upset of a replanned day, telling me ""I must not be an adventure type"" The staff, particularly Naturalists and Specialists Locations were well chosen. Trip leader Shawn Lucas was excellent. Service staff and food were great. The crew and staff were personable, knowledgeable and worked well as a team.  The naturalists were very competent and willing to freely share their expertise.  One of us is vegan and after speaking with the hotel manager, the meals were modified to better suit a vegan food plan (needing a protein source at each meal).  Other than that the menus were very good.  The ship was kept very clean.  The excursions were well organized and effort was made to keep the ship in calm waters each night. The natural environment and how it was presented. The ship, crew, staff , food and activities were excellent.",4.125
Wild California Escape: A Voyage to Channel Islands National Park,"staff enthusiasm, knowledge, and ability to communicate about the place we visited.  quality of the services on board (stateroom, food, housekeeping).   competence of the staff who kept things running onboard. I thought the naturalists and other staff were fantastic. Knowledgeable, fun and helpful throughout, and in a way that made me want to spend time with them and feel like we were getting good value. great crew, great itinerary, perfect length of time, great education while on board Naturalist Staff,Food,Activities,Guests The naturalist staff on the voyage was wonderful.  Learned a lot. Very friendly, knowledgeable and helpful staff and naturalists. Great food.  Variety of excursions. ship was clean and comfortable.  Lounge always had coffee, tea and snacks available.  Cabin very comfortable.  Calm seas.  Very knowledgeable tour guides. hiking, fabulous food, so impressed there were GREAT vegan options, great naturalist presentations, very cheerful staff, really able to turn on a dime when there was challenging weather, handled logistics flawlessly The cruise combined all my favorite things in life (hiking, ocean, wildlife, learning, cuisine, good conversation) into one magical experience. I had more fun than I've ever had in my life. The staff and crew were very friendly, approachable, genuinely concerned and were attentive to special diets, updated information was provided when schedule changes were made and alternative opportunities for outdoor exploration 
were provided when weather conditions proved to be unfavorable. terrific staff, guides, and food The staff and crew were wonderfully helpful.  When we needed to change the itinerary, it was fully explained.  And the food proportions were perfect!  And thank you for putting out a jar of Meclizine! Scheduled meals, clean bedroom, water pressure good, filtered unlimited water supply good. Great hospitality manager lindsay, she greets everybody.
Zodiacs run often to pick up passengers. Knowledgeable staff, great crew. Good itinerary with as much or as little as you wanted to do. boat staff good   guides not so much   great cruise director Ship, crew, nature The physical challenge.  Not being babysitted (allowed to fall behind on a hike). Various hiking lengths so able to find one to match abilities.  The naturalists were great.  Sea kayaking.  Being away from it all. The staff and crew were very welcoming and helpful. Loved chatting with the NG Expert Tierney Thys and enjoyed her presentation about the mola. We liked the personal interaction with experts in the field. We liked the small size of the ship and being able to talk with many different people. We liked the new condition of the ship. We liked the ""adventure"", i.e. the remoteness of the site and the lack of tourist trappings. We liked the options offered for various athletic abilities, such as vigorous or casual hike options. I liked the ""open"" bridge. I made several trips early in the morning or late in the evening and was always welcomed. We were given enough information to make decisions about our activities. We were treated like sensible adults, not children. We were well positioned for success. Well organized. Nice boat with good facilities. Very attentive and friendly crew. naturalists talks, zodiac experiences, hiking, informational talks, food and beverage offerings The food service was excellent and they really took care with my allergies! Overall the trip was great-excellent staff! The staff were consummate customer service providers, in all respects, across all on-board roles.  The food offerings were delicious, nutritious, creative and ample.  The ship was beautiful, comfortable and impeccably clean.  It was a nice touch to have representatives from NPCA on-board.  The class on iPhone photography was very helpful.  I appreciated that the Captain changed course so that we could enjoy the dolphin sighting. Knowledge of the specialists: Meghan,, Leigh other nature nuts Accommodations, undersea videos/images/stories, Zodiacs, hikes, food, staff Nature focus amazing staff outstanding food The STAFF!  They were excellent.  The boat was very nice.  The food was excellent.  Rich, Katie, Kelly, Tessa, Kimberly, Greg were very knowledgeable and very friendly. We enjoyed our trip very much!  It was active, educational, and had a superb crew.  The naturalists were brilliant! The staff were all far more then friendly and accommodating.  Rich and Greg were truly awesome. Having true experts and leaders in their respective fields is why we choose Nat Geo.",4.387096774193548
Wild Costa Rica Escape: Guanacaste's Coral Reefs and Volcanic Peaks,"All of the interactions with all of the staff were wonderful.  Attention to detail and organization for activities were very well done.  All with a smile and lots of encouragement.  The scope of knowledge and engagement was very much appreciated. It surpassed our expectations.  Leadership abounds and we all benefitted greatly.   Days were filled with many activities and lots of learning.  The caliber of the naturalists and exceptional talents of the rest of the staff made a wonderful expedition. The staff were knowledgeable and friendly.  The tour locations were fabulous, geared to seeing the wildlife we were looking for and the food was wonderful. All staff were exceptional and helpful. The knowledge of the naturalist staff was exceptional as well. The pace of the trip was just right and efforts to respond to changing conditions appreciated. The naturalists were outstanding - extremely knowledgeable and shared happily. The staff were terrific too - always smiling, helpful and friendly. The organization of all scheduling...bus shuttles/tours, meals, and activities. Majority of our time was spent with knowledgeable crew, other travelers, and action packed excursions. time aboard the ship & the daily excursions. well cared for and well fed on the ship. good variety of activities offshore. generally good communication about activities, plans, & schedules. We liked ALL of the activities off the ship.  Really appreciated the knowledge of the Naturalists. It was well planned. There was a lot going on, and something for everyone to do. Saw unusual things.Cuisine was excellent. Restaurant visited on Wednesday was excellent. The staff, including our leader, Margritte were great.  The ship was fine - clean and the food was excellent Cabins on the Quest are very comfortable. Expedition leader was organized and attentive. Ship crew was attentive and friendly. Selection of day trip excursion was very good. Expert tour guides. Liked excursions, like snorkeling, where we got in the water.  The on-board naturalists were first rate. The crew and naturalists were enthusiastic and so helpful.  We loved the variety of activities!  Accommodations and food were great. Excellent management and staff at all levels The best thing about NatGeo trips is the friendly staff. Having well-educated naturalists around is wonderful. The food was delicious and accommodated our dairy-free requirements, the schedule well-done, the ship clean. I liked the size of the stateroom and bathroom. But above all the staff, all of them. The naturalist guides were excellent as was the team leader Margaret We felt ""cared for"".  Liked the other people on the trip.  Food was good.  Liked to see the animals, geothermal.  Liked our cabin.  Good cuppacino.  Liked the talks on animals, photography. We had a lovely time with good food, guides and staff, etc., on the Quest. So many wonderful activities and being able to help the local areas that we were visiting was amazing. Learning about ecotourism and how to safely visit areas while still enjoying yourself was great. Also, being able to choose the options for what activity you would like to complete that day was great. I especially liked how Nat Geo/ Lindbland works with local fishermen and boat drivers to help maintain a sustainable focus. The expedition leader and staff were fantastic. The naturalists were incredibly knowledgeable and interesting. Every outing was fascinating. I learned so much on this trip. Every employee associated with the trip was friendly and cheerful. The whole team made the trip fantastic. Special shout outs to Margrit Ulrich Canet, Anthony Probst,  Miguel Castro, Isabel Vindas, Jose Samayoa, Frank Aguilar, Frederick Calvo, Tessa Taft, Tamryn Bekker, Miranda Webb and Jessica Platt, Jen Guyton. Wonderful. The staff and crew were excellent, especially the Naturalists. ability to access some truly magnificent natural areas loved the sharing of the experts' expertise of the flora and fauna of Guanacoste, especially Isabel and Maguil The destinations were amazing, of course, but what we liked most were the people who ran the trip. Absolutely everyone, including the naturalists/guides, crew and staff, were extremely friendly and helpful, going beyond expectations to make sure we had a great trip! THE INSTRUCTIONAL HIKES--ESPECIALLY BECAUSE OF THE KNOWLEDABLE NATURALISTS WITH US. The staff was amazing. A great variety of activities offered. The locations we visited were great. We liked the naturalists on board. The photo recaps in the lounge at the end of each day.  Going on the bridge of the Quest was fun.  Wet landings were fun.  Enjoyed hikes.  While I'm a generally positive person, I did use quite a bit of space below on complaints. Your GUIDES were excellent. They were each knowledgeable about the local environment, and the relationship between plants and animals. They worked like a team. 
The cook staff provided wonderful meals - wide choice at each meal. I met Tabitha, a pastry chef,on a zodiac when she had a day off. All of us in the zodiac spoke about the tasty breads and desserts! Everything was great Staff was excellent!!!! Food great w healthy options.",4.387096774193548
